Age,Gender,Region,Location,Education_Level,Employment_Status,Years_Of_Experience,Monthly_Income_NGN
46,Female,North Central,Urban,Tertiary,Unemployed,23.0,0.0
62,Female,South West,Urban,None,Underemployed,45.0,18619.9
39,Male,North East,Urban,Primary,Unemployed,,0.0
54,Male,South West,Urban,Secondary,Employed,35.0,129712.77
59,Female,North Central,Rural,Tertiary,Unemployed,35.0,0.0
15,Male,North West,Urban,None,Underemployed,,24925.17
30,Male,,Urban,None,Unemployed,,0.0
53,Male,North West,Rural,Primary,Underemployed,36.0,20016.64
19,Male,North East,Rural,Tertiary,Unemployed,0.0,0.0
36,Male,North West,Urban,Secondary,Employed,19.0,109565.76
43,Male,,Urban,,Underemployed,27.0,31649.12
17,Male,North West,Rural,None,Employed,0.0,107490.25
26,Male,South South,Urban,Secondary,Unemployed,8.0,0.0
40,Female,North Central,Urban,Primary,Underemployed,25.0,39504.22
30,Female,,Rural,Secondary,Employed,14.0,167063.13
51,Female,North East,Urban,Secondary,Underemployed,32.0,55044.21
36,Male,,Rural,Secondary,Unemployed,17.0,0.0
43,Male,South East,Urban,Tertiary,Employed,,173269.79
28,Female,South West,Rural,Secondary,Underemployed,11.0,51429.64
42,Female,South West,Rural,Primary,Underemployed,,36905.03
19,Male,South South,Urban,Secondary,Underemployed,3.0,57304.82
61,Male,South South,Rural,Primary,Underemployed,43.0,29509.61
63,Female,South West,Rural,,Employed,41.0,246839.22
44,Male,North West,Urban,None,Employed,26.0,83614.5
60,Male,,Rural,Tertiary,Unemployed,38.0,0.0
19,Female,North Central,Urban,None,Underemployed,3.0,43090.11
26,Female,South West,Rural,None,Underemployed,8.0,17811.36
30,Male,South East,Urban,Primary,Underemployed,14.0,37322.55
40,Male,South West,Urban,Tertiary,Underemployed,17.0,114477.64
40,Female,South East,Urban,Tertiary,Underemployed,18.0,34226.74
62,Male,North West,Urban,Primary,Underemployed,46.0,31250.56
35,Male,North West,Urban,None,Employed,18.0,121462.42
53,Male,North East,Rural,Primary,Employed,36.0,107558.91
50,Female,South South,Rural,,Unemployed,32.0,0.0
47,Male,South East,Urban,Secondary,Unemployed,29.0,0.0
44,Female,South West,Urban,Secondary,Employed,28.0,133613.61
51,Female,South West,Rural,Secondary,Employed,32.0,124904.03
37,Female,South West,Urban,Secondary,Employed,22.0,80607.08
24,Female,South South,Urban,Secondary,Employed,6.0,
19,Male,South East,Urban,Tertiary,Employed,0.0,127340.8
50,Male,,Urban,Primary,Employed,35.0,113024.84
48,Male,South West,Urban,,Underemployed,32.0,24178.44
45,Male,North West,Rural,Secondary,Employed,30.0,38068.93
24,Female,South West,Rural,Primary,Underemployed,9.0,21679.38
33,Male,North Central,Urban,None,Employed,14.0,56571.8
46,Male,North West,Rural,Tertiary,Underemployed,22.0,106197.62
15,Male,South East,Rural,Secondary,Unemployed,0.0,0.0
19,Female,North Central,Urban,Secondary,Unemployed,0.0,0.0
59,Male,South South,Urban,Secondary,Unemployed,,0.0
18,Male,North East,Urban,Primary,Unemployed,3.0,
30,Male,North Central,Urban,Tertiary,Employed,7.0,122690.94
38,Female,North Central,Urban,None,Underemployed,19.0,
30,Female,North West,Urban,Secondary,Underemployed,15.0,34035.04
16,Male,North Central,Urban,Secondary,Underemployed,0.0,51410.53
63,Male,North East,Rural,Secondary,Underemployed,,39253.12
42,Male,North West,Rural,Secondary,Unemployed,27.0,0.0
46,Male,,Rural,Tertiary,Employed,22.0,194655.96
41,Female,North West,Rural,Secondary,Underemployed,23.0,54530.59
34,Female,South West,Rural,Primary,Underemployed,19.0,24853.57
38,Male,North West,Rural,Secondary,Employed,20.0,
26,Female,South West,Urban,Tertiary,Underemployed,,80190.57
64,Male,South East,Urban,Secondary,Employed,48.0,120773.89
49,Female,North Central,Rural,Secondary,Unemployed,32.0,0.0
47,Female,South South,Urban,Secondary,Underemployed,28.0,
47,Male,South West,Urban,None,Underemployed,29.0,29360.22
57,Female,South West,Rural,None,Underemployed,42.0,
51,Male,North West,Rural,,Employed,28.0,
26,Male,South East,Rural,Secondary,Employed,7.0,92931.83
17,Male,South East,Urban,None,Employed,2.0,168343.26
15,Male,North East,Urban,Tertiary,Unemployed,0.0,0.0
47,Female,North West,Rural,Secondary,Unemployed,29.0,0.0
54,Female,North East,Urban,Secondary,Unemployed,38.0,
24,Female,South West,Urban,None,Underemployed,5.0,35011.81
57,Female,North Central,Urban,Tertiary,Employed,33.0,81626.47
58,Female,South West,Rural,Secondary,Unemployed,,0.0
43,Male,North West,Rural,Secondary,Underemployed,,37322.03
27,Male,South East,Rural,None,Employed,10.0,142629.97
26,Male,North East,Urban,Primary,Underemployed,10.0,41189.06
45,Female,,Urban,Primary,Unemployed,29.0,0.0
60,Female,South West,Urban,Tertiary,Unemployed,37.0,0.0
16,Male,North West,Rural,Primary,Underemployed,1.0,30162.84
64,Female,North West,Urban,Secondary,Employed,,125397.04
49,Female,,Urban,None,Employed,34.0,65061.69
37,Female,North Central,Rural,Primary,Employed,22.0,139643.28
31,Male,South South,Urban,Primary,Employed,13.0,70366.99
40,Male,South East,Rural,Secondary,Underemployed,24.0,62671.12
22,Male,North Central,Rural,Secondary,Employed,7.0,
43,Male,North West,Urban,Tertiary,Employed,,
40,Male,North Central,Urban,Tertiary,Unemployed,19.0,0.0
24,Female,South West,Urban,None,Underemployed,9.0,38708.5
40,Male,North East,Urban,Tertiary,Employed,20.0,
48,Female,North West,Urban,Secondary,Unemployed,32.0,0.0
55,Female,North East,Rural,Tertiary,Unemployed,34.0,
21,Female,South East,Urban,None,Employed,,108039.06
18,Male,North East,Rural,Tertiary,Unemployed,,0.0
64,Female,South East,Urban,,Underemployed,46.0,28422.28
59,Female,North East,Urban,Primary,Unemployed,41.0,0.0
25,Male,North West,Urban,None,Underemployed,8.0,29398.32
43,Male,North Central,Rural,None,Underemployed,24.0,23313.11
50,Female,North Central,Urban,Secondary,Underemployed,34.0,38516.24
39,Male,,Rural,Tertiary,Unemployed,15.0,0.0
35,Male,North West,Rural,Secondary,Underemployed,17.0,56636.1
50,Male,North West,Rural,Primary,Underemployed,,28524.45
24,Male,North West,Rural,Primary,Underemployed,6.0,32948.12
51,Female,North East,Urban,Primary,Underemployed,,16590.57
23,Male,South South,Rural,Tertiary,Employed,3.0,145832.15
38,Female,North Central,Rural,None,Unemployed,20.0,0.0
49,Female,South West,Rural,Secondary,Employed,30.0,157084.24
63,Female,North East,Urban,,Unemployed,48.0,0.0
49,Female,North East,Rural,Secondary,Unemployed,,0.0
62,Female,North West,Urban,None,Underemployed,44.0,19929.68
50,Male,North Central,Urban,,Underemployed,34.0,30148.74
32,Female,North Central,Rural,Primary,Underemployed,,13308.52
63,Female,North West,Rural,Primary,Underemployed,,18250.84
53,Female,South East,Rural,Primary,Underemployed,35.0,37268.95
46,Female,North Central,Rural,Secondary,Underemployed,28.0,45360.74
38,Male,North East,Urban,None,Employed,20.0,154662.19
37,Male,North West,Urban,None,Underemployed,20.0,33891.99
46,Female,South West,Rural,Primary,Underemployed,30.0,34775.36
51,Male,South East,Urban,Tertiary,Employed,,101558.31
26,Female,North East,Rural,Secondary,Underemployed,,44223.42
63,Male,North West,Urban,Secondary,Employed,46.0,93625.1
27,Male,North Central,Urban,Primary,Unemployed,9.0,0.0
37,Male,North West,Urban,Primary,Employed,19.0,
39,Male,South West,Urban,,Underemployed,23.0,35975.04
49,Female,South West,Rural,Secondary,Unemployed,32.0,0.0
55,Male,,Urban,Secondary,Underemployed,39.0,62967.74
44,Female,North West,Urban,Tertiary,Employed,21.0,
31,Female,South West,Rural,Tertiary,Unemployed,7.0,
63,Male,North East,Urban,Secondary,Underemployed,48.0,37578.99
34,Female,North West,Rural,Secondary,Underemployed,16.0,54960.95
62,Female,South East,Urban,Primary,Unemployed,45.0,0.0
39,Female,North East,Urban,Primary,Employed,20.0,42619.65
36,Male,North Central,Rural,Tertiary,Employed,14.0,209535.42
27,Female,North West,Rural,None,Underemployed,9.0,18316.65
33,Female,South West,Urban,Tertiary,Employed,10.0,99579.35
63,Male,North East,Rural,Secondary,Employed,48.0,124150.52
50,Male,South South,Rural,Secondary,Employed,33.0,127349.74
26,Female,South West,Urban,Primary,Underemployed,7.0,29345.26
55,Male,North West,Urban,Secondary,Unemployed,40.0,0.0
33,Female,North Central,Rural,Secondary,Unemployed,16.0,0.0
26,Male,North East,Urban,Primary,Underemployed,8.0,20008.85
23,Female,North Central,Urban,Primary,Employed,8.0,134000.44
21,Female,South East,Rural,None,Unemployed,3.0,0.0
42,Male,,Urban,,Employed,26.0,59305.83
28,Male,North West,Rural,Primary,Unemployed,12.0,0.0
45,Female,South West,Urban,Secondary,Underemployed,30.0,27750.97
33,Female,North West,Rural,Secondary,Unemployed,18.0,0.0
61,Female,South East,Rural,Primary,Underemployed,44.0,29037.16
30,Male,South West,Urban,Secondary,Employed,,74487.58
19,Male,North East,Urban,Primary,Employed,0.0,136678.76
49,Male,North East,Urban,,Employed,33.0,77584.27
26,Female,South East,Rural,None,Underemployed,10.0,44013.24
39,Male,South East,Urban,Primary,Unemployed,23.0,
35,Male,North East,Urban,Primary,Underemployed,17.0,39316.1
50,Female,North East,Rural,Secondary,Underemployed,31.0,68525.84
37,Female,South West,Rural,None,Underemployed,22.0,46983.95
30,Male,North West,Urban,Primary,Employed,14.0,102436.84
53,Male,North West,Urban,,Employed,36.0,69610.76
59,Female,North West,Rural,None,Employed,,96909.76
56,Female,North West,Rural,Secondary,Underemployed,41.0,41500.02
53,Male,North Central,Urban,Secondary,Employed,38.0,94469.11
28,Female,South South,Urban,Tertiary,Unemployed,4.0,0.0
45,Female,South West,Rural,None,Underemployed,29.0,31357.68
19,Male,North West,Rural,Primary,Employed,2.0,90648.87
49,Male,North Central,Rural,Secondary,Employed,31.0,92920.45
37,Female,North Central,Urban,Secondary,Employed,20.0,111165.51
43,Female,North West,Urban,Primary,Employed,26.0,116469.35
57,Male,South South,Rural,,Employed,40.0,
25,Female,North Central,Urban,Secondary,Unemployed,7.0,0.0
32,Female,South South,Urban,,Underemployed,,15573.68
61,Male,North Central,Urban,Secondary,Employed,44.0,109084.76
26,Female,South West,Urban,Primary,Underemployed,10.0,28727.91
23,Female,North West,Urban,Tertiary,Employed,2.0,96786.6
24,Male,North Central,Rural,,Underemployed,,48204.41
58,Male,North West,Rural,,Underemployed,43.0,31331.96
31,Male,South East,Rural,Secondary,Underemployed,14.0,57782.52
52,Female,South East,Rural,Tertiary,Employed,28.0,153472.11
21,Female,South East,Urban,Secondary,Unemployed,2.0,0.0
60,Male,South West,Urban,Primary,Underemployed,41.0,22071.46
27,Female,South East,Urban,Secondary,Employed,9.0,192433.08
54,Female,North West,Urban,,Underemployed,38.0,62436.9
56,Female,North Central,Rural,None,Underemployed,40.0,34974.48
23,Male,South West,Urban,Primary,Unemployed,7.0,0.0
64,Male,South West,Urban,Secondary,Unemployed,46.0,0.0
41,Male,South West,Rural,Secondary,Underemployed,24.0,65072.47
16,Female,North West,Urban,Primary,Employed,1.0,107338.28
19,Male,North West,Rural,,Employed,3.0,166306.83
43,Female,South South,Urban,Secondary,Employed,26.0,122047.39
51,Male,South West,Urban,,Employed,32.0,100052.42
52,Male,North West,Urban,Primary,Employed,37.0,119056.85
33,Female,,Rural,Secondary,Employed,14.0,
22,Female,South South,Urban,Secondary,Employed,5.0,
62,Male,North West,Urban,Secondary,Underemployed,45.0,58892.71
59,Male,South East,Urban,Primary,Underemployed,40.0,34649.51
15,Female,South South,Urban,Secondary,Employed,0.0,145057.53
36,Male,South South,Urban,Tertiary,Employed,12.0,
31,Male,South South,Rural,Primary,Employed,12.0,
21,Female,,Rural,Primary,Unemployed,2.0,0.0
39,Male,North East,Rural,Secondary,Employed,24.0,111482.97
59,Male,,Urban,,Underemployed,41.0,41862.55
18,Male,North West,Urban,Primary,Unemployed,3.0,0.0
50,Male,North Central,Urban,None,Unemployed,31.0,0.0
20,Male,North East,Urban,Primary,Underemployed,4.0,33086.96
45,Male,North West,Urban,Secondary,Unemployed,,0.0
33,Male,North East,Urban,None,Underemployed,16.0,35858.38
58,Male,North West,Rural,Tertiary,Unemployed,35.0,0.0
53,Female,South East,Rural,Secondary,Employed,36.0,169750.18
41,Male,North East,Rural,Secondary,Underemployed,24.0,61205.93
24,Male,South West,Rural,,Underemployed,,38243.96
40,Female,North Central,Urban,Secondary,Employed,25.0,105980.93
33,Female,North West,Urban,Secondary,Underemployed,16.0,72474.67
53,Male,South South,Urban,,Underemployed,36.0,60435.3
17,Female,North Central,Urban,Tertiary,Underemployed,0.0,83025.58
59,Male,North East,Urban,Secondary,Underemployed,43.0,66516.12
27,Male,North West,Urban,Secondary,Underemployed,,88817.46
64,Female,North East,Urban,Secondary,Employed,46.0,77918.72
42,Male,North West,Rural,Secondary,Unemployed,27.0,0.0
34,Male,,Rural,,Employed,19.0,75888.02
42,Male,North Central,Urban,None,Unemployed,25.0,0.0
22,Female,South South,Urban,Tertiary,Underemployed,0.0,144447.33
55,Male,South West,Urban,Primary,Employed,38.0,112800.85
53,Female,North West,Rural,Tertiary,Unemployed,,0.0
15,Male,North West,Urban,Primary,Employed,0.0,
17,Female,North Central,Rural,Secondary,Employed,,115846.11
27,Female,North West,Rural,Secondary,Unemployed,11.0,0.0
42,Female,North West,Urban,Primary,Employed,25.0,136253.08
63,Female,South East,Urban,Secondary,Underemployed,,89168.71
39,Female,North West,Urban,Secondary,Employed,20.0,96053.21
47,Male,South East,Urban,Secondary,Employed,28.0,116512.44
52,Male,North West,Rural,Secondary,Employed,35.0,107373.82
20,Male,,Urban,None,Unemployed,4.0,
58,Female,South West,Urban,Secondary,Employed,,
59,Female,South West,Rural,None,Underemployed,44.0,41001.54
46,Male,North West,Urban,,Underemployed,30.0,44588.4
59,Male,South South,Urban,Tertiary,Employed,37.0,
61,Male,South East,Urban,Secondary,Employed,43.0,210695.98
35,Female,South West,Rural,Secondary,Underemployed,20.0,41378.71
30,Male,North Central,Rural,Secondary,Unemployed,12.0,0.0
35,Female,South West,Urban,Primary,Underemployed,20.0,22489.14
25,Female,North West,Rural,Secondary,Underemployed,10.0,72040.16
51,Male,South West,Rural,Secondary,Underemployed,32.0,51842.48
50,Male,South East,Urban,,Underemployed,33.0,17616.54
49,Male,North East,Rural,Tertiary,Unemployed,28.0,0.0
33,Male,North West,Urban,Secondary,Employed,14.0,108621.73
34,Male,,Rural,None,Employed,15.0,107669.76
32,Male,South West,Urban,Secondary,Employed,14.0,96735.06
61,Female,,Rural,Primary,Underemployed,46.0,20868.05
55,Male,North West,Urban,Primary,Employed,40.0,93771.13
63,Male,,Rural,Secondary,Unemployed,45.0,0.0
28,Female,South East,Urban,Tertiary,Unemployed,6.0,0.0
29,Female,North West,Rural,Secondary,Unemployed,,0.0
45,Male,South West,Urban,Tertiary,Employed,21.0,102096.0
15,Female,North East,Rural,Tertiary,Employed,0.0,178580.9
17,Male,South East,Rural,Tertiary,Employed,0.0,62528.78
30,Female,South South,Urban,None,Employed,15.0,102712.75
37,Female,North West,Rural,Secondary,Employed,20.0,138702.36
25,Female,North East,Urban,None,Underemployed,,29185.13
26,Male,South East,Rural,Secondary,Underemployed,9.0,66398.34
24,Female,North East,Rural,Tertiary,Unemployed,0.0,0.0
46,Male,North West,Urban,Primary,Underemployed,29.0,17664.95
30,Male,South East,Rural,Secondary,Unemployed,15.0,0.0
22,Male,South South,Urban,Secondary,Employed,6.0,94760.78
52,Male,South West,Urban,Primary,Employed,,90098.96
26,Male,North East,Rural,Primary,Unemployed,10.0,
38,Female,North East,Rural,Secondary,Underemployed,19.0,60690.87
42,Female,North West,Urban,Primary,Underemployed,24.0,31966.57
22,Male,South East,Urban,Secondary,Unemployed,3.0,0.0
42,Male,,Rural,Secondary,Employed,23.0,197161.18
50,Male,South South,Urban,Secondary,Unemployed,31.0,0.0
40,Male,North West,Rural,None,Underemployed,23.0,22747.93
22,Male,South West,Rural,Secondary,Underemployed,,29075.17
64,Female,North West,Urban,,Underemployed,46.0,46101.8
42,Male,North East,Urban,Tertiary,Unemployed,22.0,0.0
42,Male,South East,Urban,Primary,Underemployed,26.0,17122.27
51,Male,North West,Urban,Tertiary,Employed,27.0,
55,Female,,Rural,,Underemployed,39.0,35319.95
50,Female,South West,Rural,Secondary,Underemployed,31.0,18960.22
41,Female,South South,Rural,Primary,Underemployed,,26626.95
31,Female,South East,Urban,Primary,Underemployed,15.0,38095.5
23,Male,South East,Urban,Secondary,Underemployed,4.0,31673.43
47,Male,North Central,Rural,None,Underemployed,28.0,35184.85
34,Female,North West,Rural,Tertiary,Unemployed,,0.0
27,Male,North Central,Rural,Primary,Employed,9.0,122885.91
42,Female,North Central,Urban,Tertiary,Unemployed,19.0,0.0
62,Male,South West,Rural,Secondary,Unemployed,45.0,0.0
43,Male,South West,Urban,None,Underemployed,27.0,18554.79
27,Female,North East,Rural,Secondary,Underemployed,10.0,46583.58
60,Female,North East,Rural,Primary,Underemployed,45.0,44193.67
49,Female,North West,Rural,Primary,Underemployed,30.0,35855.33
20,Male,South West,Urban,Primary,Employed,1.0,92155.23
32,Female,South West,Rural,Tertiary,Employed,8.0,
19,Male,South West,Urban,Secondary,Employed,1.0,95330.52
61,Male,North East,Rural,Secondary,Employed,42.0,160093.04
39,Male,North East,Urban,,Underemployed,21.0,40019.34
16,Male,South East,Urban,Secondary,Underemployed,1.0,51813.59
24,Male,South East,Urban,Primary,Underemployed,7.0,32076.36
44,Male,North Central,Rural,Primary,Employed,27.0,70036.09
64,Male,South West,Rural,,Employed,47.0,59438.91
59,Male,North East,Rural,Secondary,Unemployed,41.0,0.0
19,Male,South West,Rural,Secondary,Employed,3.0,106442.23
47,Male,South East,Rural,Primary,Underemployed,31.0,29213.38
15,Male,South West,Urban,Tertiary,Unemployed,0.0,0.0
32,Female,North Central,Rural,None,Underemployed,16.0,39563.65
46,Male,North Central,Rural,Secondary,Employed,31.0,153207.4
61,Male,South West,Urban,None,Unemployed,42.0,0.0
63,Male,South West,Urban,None,Underemployed,46.0,31663.5
25,Female,South West,Urban,Tertiary,Employed,2.0,
35,Female,South West,Urban,Tertiary,Employed,15.0,107543.12
40,Female,North West,Urban,Secondary,Employed,22.0,158784.13
39,Female,South South,Urban,Tertiary,Unemployed,16.0,
36,Male,South East,Rural,Tertiary,Unemployed,14.0,0.0
41,Female,North East,Urban,Secondary,Underemployed,22.0,38143.57
63,Female,South West,Urban,Tertiary,Employed,39.0,
27,Male,North West,Rural,Primary,Underemployed,11.0,29879.88
47,Male,North West,Urban,Secondary,Underemployed,28.0,20025.7
48,Male,North East,Urban,Secondary,Employed,31.0,146285.66
